127.0.0.1 - - [27/Jul/2023:15:30:11 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:46:34 +0900] "GET /JspProj/calc/studentProcess.jsp?std=abc&kor=99&eng=15&math=80&std=def&kor=51&eng=16&math=58&std=ghi&kor=43&eng=5&math=16&std=jkl&kor=58&eng=71&math=63&std=mno&kor=87&eng=61&math=53 HTTP/1.1" 200 1577
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:46:34 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:46:34 +0900] "GET /JspProj/calc/studentProcess.jsp?std=abc&kor=99&eng=15&math=80&std=def&kor=51&eng=16&math=58&std=ghi&kor=43&eng=5&math=16&std=jkl&kor=58&eng=71&math=63&std=mno&kor=87&eng=61&math=53 HTTP/1.1" 200 1577
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:46:34 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:49:51 +0900] "GET /JspProj/calc/studentProcess.jsp?std=abc&kor=99&eng=15&math=80&std=def&kor=51&eng=16&math=58&std=ghi&kor=43&eng=5&math=16&std=jkl&kor=58&eng=71&math=63&std=mno&kor=87&eng=61&math=53 HTTP/1.1" 200 831
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:49:51 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:49:52 +0900] "GET /JspProj/calc/studentProcess.jsp?std=abc&kor=99&eng=15&math=80&std=def&kor=51&eng=16&math=58&std=ghi&kor=43&eng=5&math=16&std=jkl&kor=58&eng=71&math=63&std=mno&kor=87&eng=61&math=53 HTTP/1.1" 200 831
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:49:52 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:49:55 +0900] "GET /JspProj/calc/studentProcess.jsp?majName=%ED%8F%89%EA%B7%A0 HTTP/1.1" 500 2511
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:49:57 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1751
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:49:57 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:50:01 +0900] "GET /JspProj/calc/studentProcess.jsp?std=b&kor=43&eng=76&math=62&std=c&kor=13&eng=100&math=67&std=d&kor=81&eng=39&math=22&std=e&kor=46&eng=64&math=46&std=f&kor=67&eng=88&math=87 HTTP/1.1" 200 831
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:50:21 +0900] "GET /JspProj/calc/studentProcess.jsp?majName=%ED%8F%89%EA%B7%A0 HTTP/1.1" 500 2511
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:51:04 +0900] "GET /JspProj/calc/studentProcess.jsp?std=b&kor=43&eng=76&math=62&std=c&kor=13&eng=100&math=67&std=d&kor=81&eng=39&math=22&std=e&kor=46&eng=64&math=46&std=f&kor=67&eng=88&math=87 HTTP/1.1" 200 1615
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:51:04 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:19:14:13 +0900] "GET /JspProj/calc/studentProcess.jsp?std=b&kor=43&eng=76&math=62&std=c&kor=13&eng=100&math=67&std=d&kor=81&eng=39&math=22&std=e&kor=46&eng=64&math=46&std=f&kor=67&eng=88&math=87 HTTP/1.1" 500 5917
0:0:0:0:0:0:0:1 - - [27/Jul/2023:19:14:13 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:19:14:14 +0900] "GET /JspProj/calc/studentProcess.jsp?std=b&kor=43&eng=76&math=62&std=c&kor=13&eng=100&math=67&std=d&kor=81&eng=39&math=22&std=e&kor=46&eng=64&math=46&std=f&kor=67&eng=88&math=87 HTTP/1.1" 500 2972
0:0:0:0:0:0:0:1 - - [27/Jul/2023:19:14:14 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:19:14:15 +0900] "GET /JspProj/calc/studentProcess.jsp?std=b&kor=43&eng=76&math=62&std=c&kor=13&eng=100&math=67&std=d&kor=81&eng=39&math=22&std=e&kor=46&eng=64&math=46&std=f&kor=67&eng=88&math=87 HTTP/1.1" 500 2972
0:0:0:0:0:0:0:1 - - [27/Jul/2023:19:14:15 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:19:14:15 +0900] "GET /JspProj/calc/studentProcess.jsp?std=b&kor=43&eng=76&math=62&std=c&kor=13&eng=100&math=67&std=d&kor=81&eng=39&math=22&std=e&kor=46&eng=64&math=46&std=f&kor=67&eng=88&math=87 HTTP/1.1" 500 2972
0:0:0:0:0:0:0:1 - - [27/Jul/2023:19:14:15 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:19:14:15 +0900] "GET /JspProj/calc/studentProcess.jsp?std=b&kor=43&eng=76&math=62&std=c&kor=13&eng=100&math=67&std=d&kor=81&eng=39&math=22&std=e&kor=46&eng=64&math=46&std=f&kor=67&eng=88&math=87 HTTP/1.1" 500 2972
0:0:0:0:0:0:0:1 - - [27/Jul/2023:19:14:15 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:19:25:41 +0900] "GET /JspProj/calc/studentProcess.jsp?std=b&kor=43&eng=76&math=62&std=c&kor=13&eng=100&math=67&std=d&kor=81&eng=39&math=22&std=e&kor=46&eng=64&math=46&std=f&kor=67&eng=88&math=87 HTTP/1.1" 500 2333
0:0:0:0:0:0:0:1 - - [27/Jul/2023:19:25:42 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:19:25:43 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1750
0:0:0:0:0:0:0:1 - - [27/Jul/2023:19:25:43 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:19:25:46 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=21&eng=13&math=92&std=b&kor=97&eng=96&math=38&std=c&kor=58&eng=46&math=89&std=d&kor=94&eng=15&math=64&std=e&kor=38&eng=57&math=31 HTTP/1.1" 500 2333
0:0:0:0:0:0:0:1 - - [27/Jul/2023:19:32:44 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=21&eng=13&math=92&std=b&kor=97&eng=96&math=38&std=c&kor=58&eng=46&math=89&std=d&kor=94&eng=15&math=64&std=e&kor=38&eng=57&math=31 HTTP/1.1" 200 1637
0:0:0:0:0:0:0:1 - - [27/Jul/2023:19:32:44 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:19:32:44 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=21&eng=13&math=92&std=b&kor=97&eng=96&math=38&std=c&kor=58&eng=46&math=89&std=d&kor=94&eng=15&math=64&std=e&kor=38&eng=57&math=31 HTTP/1.1" 200 1637
0:0:0:0:0:0:0:1 - - [27/Jul/2023:19:32:44 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:20:10:23 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1748
0:0:0:0:0:0:0:1 - - [27/Jul/2023:20:10:23 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:20:10:23 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1748
0:0:0:0:0:0:0:1 - - [27/Jul/2023:20:10:23 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:20:10:23 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1748
0:0:0:0:0:0:0:1 - - [27/Jul/2023:20:10:23 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:20:10:27 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=78&eng=13&math=53&std=b&kor=98&eng=5&math=96&std=c&kor=85&eng=79&math=74&std=d&kor=9&eng=20&math=29&std=e&kor=6&eng=51&math=100 HTTP/1.1" 200 1638
0:0:0:0:0:0:0:1 - - [27/Jul/2023:20:10:40 +0900] "GET /JspProj/calc/studentProcess.jsp?majName=%ED%8F%89%EA%B7%A0 HTTP/1.1" 500 2572
